City,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,mehamn,71.0357,27.8492,28.31,80,100,31.07,NO,1680362783
283,aksarka,66.5606,67.7975,34.32,99,100,16.53,RU,1680362783
284,tashtagol,52.7657,87.8894,12.34,80,81,7.99,RU,1680362790
285,vila,42.0304,-8.1588,49.08,92,100,3.33,PT,1680362790
286,armizonskoye,55.9461,67.6736,31.68,74,11,14.47,RU,1680362791
287,gelibolu,40.4103,26.6708,66.06,33,73,24.38,TR,1680362792
288,sur,22.5667,59.5289,81.32,54,11,2.8,OM,1680362792
289,namatanai,-3.6667,152.4333,75.54,91,100,1.68,PG,1680362793
290,esperance,-33.8667,121.9,65.43,77,99,11.25,AU,1680362793
291,la palma,33.8464,-118.0467,60.39,86,0,3.44,US,1680362794
292,raduzhnyy,62.0961,77.475,31.68,90,100,18.7,RU,1680362794
293,humboldt,40.6665,-123.9178,41.86,97,100,5.97,US,1680362794
294,bonavista,48.6499,-53.1147,31.53,87,41,6.02,CA,1680362795
295,chinchani,19.8667,72.7,79.21,68,44,8.48,IN,1680362795
296,general roca,-39.0333,-67.5833,71.62,22,74,8.59,AR,1680362795
297,lafayette,30.2335,-92.0668,79.02,83,100,6.91,US,1680362700
298,bobo dioulasso,11.1771,-4.2979,99.05,12,0,8.05,BF,1680362796
299,kintampo,8.0563,-1.7306,98.51,24,70,6.69,GH,1680362796
300,junin,-34.5838,-60.9433,68.9,37,6,10.13,AR,1680362797
301,san cosme y damian,-27.3167,-56.35,75.38,34,37,8.66,PY,1680362797
302,palmer,42.1584,-72.3287,55.09,93,100,0.0,US,1680362797
303,barkly west,-28.5354,24.5215,83.48,14,15,13.51,ZA,1680362798
304,stornoway,58.2093,-6.3865,48.16,92,75,10.36,GB,1680362798
305,robertson,36.5167,-86.8667,71.58,28,0,34.52,US,1680362596
306,warrnambool,-38.3833,142.4833,47.34,70,52,3.69,AU,1680362799
307,kupang,-10.1667,123.5833,77.77,88,100,6.91,ID,1680362799
308,fortuna,40.5982,-124.1573,50.67,85,100,8.99,US,1680362799
309,murud,18.3258,72.965,78.71,67,15,8.55,IN,1680362799
310,concordia,-31.393,-58.0209,66.27,57,0,11.01,AR,1680362618
311,terney,45.0503,136.6092,33.85,75,1,2.66,RU,1680362800
312,soe,-9.8607,124.284,65.64,94,99,3.76,ID,1680362801
313,mayo,38.8876,-76.5119,64.67,87,100,8.05,US,1680362801
314,salalah,17.0151,54.0924,82.49,78,75,10.36,OM,1680362763
315,tarpon springs,28.1461,-82.7568,83.32,71,40,9.22,US,1680362273
316,shache,38.4167,77.2406,62.71,18,100,5.35,CN,1680362802
317,chifeng,42.2683,118.9636,53.83,46,2,7.0,CN,1680362802
318,washington,47.5001,-120.5015,39.78,71,100,4.34,US,1680362752
319,shingu,33.7333,135.9833,54.36,72,72,6.06,JP,1680362803
320,hamilton,39.1834,-84.5333,63.84,53,40,33.38,US,1680362525
321,mitsamiouli,-11.3847,43.2844,82.94,77,100,10.02,KM,1680362803
322,yulara,-25.2406,130.9889,64.87,68,100,10.29,AU,1680362733
323,pierre,44.3683,-100.351,23.27,81,0,3.44,US,1680362804
324,menongue,-14.6585,17.691,75.2,63,94,5.08,AO,1680362804
325,coutances,49.05,-1.4333,50.32,88,72,16.04,FR,1680362805
326,tateyama,34.9833,139.8667,59.7,78,60,12.62,JP,1680362805
327,kayerkan,69.3497,87.7602,14.52,92,100,21.39,RU,1680362805
328,taksimo,56.3444,114.8794,6.62,78,63,4.34,RU,1680362639
329,finnsnes,69.2296,17.9811,32.76,73,94,6.67,NO,1680362806
330,katsuura,35.1333,140.3,59.83,74,100,11.61,JP,1680362807
331,okhotsk,59.3833,143.3,24.49,97,100,3.04,RU,1680362807
332,severnyy,50.677,36.5532,44.64,81,75,11.18,RU,1680362808
333,aracati,-4.5617,-37.7697,87.96,55,95,5.39,BR,1680362767
334,namie,37.4833,141.0,42.98,90,0,2.21,JP,1680362809
335,saint-pierre,-21.3393,55.4781,80.28,74,0,8.05,RE,1680362809
336,tocopilla,-22.092,-70.1979,75.18,76,33,3.42,CL,1680362810
337,pueblo nuevo,23.3833,-105.3833,68.41,22,95,2.1,MX,1680362810
338,bogorodskoye,56.55,37.8833,37.06,89,100,6.6,RU,1680362810
339,inhambane,-23.865,35.3833,77.67,76,20,8.01,MZ,1680362811
340,laguna de perlas,12.3429,-83.6712,84.29,69,51,14.85,NI,1680362811
341,ilijas,43.9508,18.2708,52.25,57,40,3.44,BA,1680362811
342,miram shah,33.0086,70.0697,60.49,77,44,3.49,PK,1680362812
343,daru,-9.0763,143.2092,79.95,85,54,8.99,PG,1680362812
344,panacan,9.2463,118.4082,78.15,86,100,0.38,PH,1680362812
345,san carlos,9.6612,-68.5827,88.83,46,97,4.03,VE,1680362585
346,fort saint james,54.4333,-124.25,23.68,92,45,2.73,CA,1680362813
347,constantine,36.365,6.6147,71.01,43,0,18.41,DZ,1680362813
348,mayumba,-3.432,10.6554,77.76,85,100,5.61,GA,1680362813
349,kisangani,0.5167,25.2,85.15,52,86,1.63,CD,1680362814
350,marsh harbour,26.5412,-77.0636,76.17,76,41,18.3,BS,1680362815
351,coahuayana,18.7333,-103.6833,82.58,23,50,0.72,MX,1680362815
352,weihai,37.5017,122.1136,51.3,43,0,5.73,CN,1680362816
353,rocha,-34.4833,-54.3333,71.11,41,59,13.89,UY,1680362816
354,cotonou,6.3654,2.4183,87.78,70,40,13.8,BJ,1680362817
355,lompoc,34.6391,-120.4579,51.6,86,0,10.0,US,1680362817
356,curup,-3.4667,102.5333,67.62,98,100,1.05,ID,1680362817
357,mokrous,51.2333,47.5167,49.8,47,100,3.36,RU,1680362818
358,la asuncion,11.0333,-63.8628,69.53,100,22,16.11,VE,1680362704
359,lanxi,29.2195,119.477,60.57,81,0,2.77,CN,1680362819
360,meulaboh,4.1363,96.1285,79.09,80,72,2.44,ID,1680362819
361,lichuan,30.3,108.85,56.52,84,87,9.01,CN,1680362819
362,sitka,57.0531,-135.33,35.49,80,75,6.91,US,1680362820
363,sungairaya,0.7,108.9,78.17,81,100,0.22,ID,1680362820
364,narsaq,60.9167,-46.05,30.42,56,91,2.17,GL,1680362820
365,padang,-0.9492,100.3543,77.05,85,100,3.33,ID,1680362820
366,najran,17.4924,44.1277,84.85,22,76,3.4,SA,1680362821
367,nome,64.5011,-165.4064,24.87,93,100,11.5,US,1680362803
368,caravelas,-17.7125,-39.2481,89.2,49,0,10.38,BR,1680362822
369,seminole,28.7086,-81.2081,83.34,65,0,13.8,US,1680362556
370,hambantota,6.1241,81.1185,77.34,94,40,5.75,LK,1680362823
371,osoyoos,49.0331,-119.4524,43.21,65,100,6.91,CA,1680362823
372,igarka,67.4667,86.5833,22.66,94,100,23.33,RU,1680362823
373,ust-nera,64.5667,143.2,13.1,96,100,4.29,RU,1680362824
374,hazorasp,41.3194,61.0742,66.04,14,97,7.87,UZ,1680362825
375,digoin,46.4812,3.9795,51.89,75,100,12.66,FR,1680362826
376,houma,29.5958,-90.7195,78.01,88,100,5.75,US,1680362539
377,sawtell,-30.3833,153.1,66.22,77,100,10.36,AU,1680362827
378,kokkola,63.8385,23.1307,33.96,59,0,6.91,FI,1680362827
379,wasco,35.5941,-119.341,49.26,87,0,0.0,US,1680362828
380,sechura,-5.5569,-80.8222,82.81,64,90,4.68,PE,1680362829
381,linxia,35.6003,103.2064,54.25,35,94,17.38,CN,1680362829
382,clyde river,70.4692,-68.5914,-7.37,77,0,11.5,CA,1680362829
383,iracoubo,5.4802,-53.2011,81.55,69,43,12.3,GF,1680362830
384,wuda,39.4994,106.7117,58.48,60,100,2.21,CN,1680362830
385,omboue,-1.5746,9.2618,78.94,82,100,6.58,GA,1680362831
386,chiredzi,-21.05,31.6667,79.57,53,59,11.65,ZW,1680362831
387,burnie,-41.0667,145.9167,48.94,92,94,7.83,AU,1680362831
388,jasper,37.2001,-94.3502,46.67,50,0,14.97,US,1680362622
389,zavoaia,44.95,27.4833,54.12,77,100,4.47,RO,1680362832
390,grootfontein,-19.5667,18.1167,81.41,33,82,6.49,NA,1680362832
391,warmbad,-28.45,18.7333,95.07,8,0,5.01,NA,1680362833
392,poum,-20.2333,164.0167,78.4,80,14,6.82,NC,1680362833
393,dalbandin,28.8947,64.4101,80.53,19,1,6.98,PK,1680362834
394,sokoni,-6.4333,39.55,85.86,73,67,15.84,TZ,1680362834
395,falmouth,50.1544,-5.0711,50.9,93,100,19.57,GB,1680362835
396,bardiyah,31.7561,25.0865,71.74,33,0,5.21,LY,1680362835
397,posse,-14.0931,-46.3694,90.32,28,3,0.13,BR,1680362836
398,lucapa,-8.4192,20.7447,75.07,76,50,4.23,AO,1680362836
399,agara,42.0376,43.8238,41.4,62,100,8.14,GE,1680362837
400,balgazyn,51.0,95.2,10.27,89,100,9.98,RU,1680362837
401,hami,42.8,93.45,36.7,26,21,15.05,CN,1680362838
402,usinsk,65.9939,57.5281,33.15,99,100,14.54,RU,1680362839
403,sioux lookout,50.1001,-91.917,21.27,38,20,3.44,CA,1680362839
404,san patricio,28.017,-97.5169,80.47,76,98,5.97,US,1680362840
405,port elizabeth,-33.918,25.5701,77.09,57,0,10.36,ZA,1680362840
406,satoraljaujhely,48.4,21.6667,56.84,68,99,2.62,HU,1680362841
407,torbay,47.6666,-52.7314,41.4,65,40,12.66,CA,1680362841
408,port hardy,50.6996,-127.4199,39.2,100,75,6.91,CA,1680362842
409,edgewater,28.9889,-80.9023,83.16,63,0,13.8,US,1680362843
410,kohlu,29.8962,69.252,67.12,47,98,8.1,PK,1680362648
411,bichena,10.45,38.2,60.44,66,100,7.16,ET,1680362843
412,gwadar,25.1216,62.3254,76.53,82,0,11.05,PK,1680362844
413,rabat,33.9911,-6.8401,76.05,62,9,10.36,MA,1680362713
414,maine-soroa,13.2114,12.0241,96.21,7,49,17.25,NE,1680362844
415,muisne,0.6,-80.0333,81.91,75,98,2.21,EC,1680362845
416,vredendal,-31.6683,18.5012,93.29,12,0,9.42,ZA,1680362845
417,twin falls,42.3505,-114.6445,41.34,49,100,6.91,US,1680362846
418,nicoya,10.1483,-85.452,86.23,49,19,12.97,CR,1680362846
419,muroto,33.2833,134.15,62.24,64,98,9.98,JP,1680362846
420,mizan teferi,6.9833,35.5833,73.87,61,92,1.1,ET,1680362847
421,troitskoye,52.9821,84.6757,15.4,82,16,7.23,RU,1680362847
422,alice springs,-23.7,133.8833,62.15,94,100,3.44,AU,1680362848
423,port pirie,-33.1833,138.0167,58.05,54,0,6.82,AU,1680362848
424,archidona,37.0965,-4.3887,72.16,43,84,12.59,ES,1680362848
425,nalut,30.3333,10.85,83.71,8,0,8.77,LY,1680362849
426,cockburn town,21.4612,-71.1419,80.56,74,20,11.5,TC,1680362849
427,san juan,-31.5375,-68.5364,69.98,31,52,8.77,AR,1680362843
428,eenhana,-17.4667,16.3333,86.11,34,66,4.97,NA,1680362850
429,winnemucca,40.973,-117.7357,39.25,56,40,8.05,US,1680362851
430,vila velha,-20.3297,-40.2925,92.95,62,20,8.05,BR,1680362796
431,dzaoudzi,-12.7887,45.2699,85.89,70,0,11.5,YT,1680362851
432,gweru,-19.45,29.8167,67.26,70,99,6.13,ZW,1680362852
433,cayenne,4.9333,-52.3333,75.24,88,75,3.44,GF,1680362852
434,deputatskiy,69.3,139.9,-25.85,99,87,5.14,RU,1680362853
435,asfi,32.2994,-9.2372,71.73,60,28,26.37,MA,1680362853
436,manado,1.487,124.8455,74.17,100,40,2.3,ID,1680362854
437,camacha,33.0833,-16.3333,65.62,68,20,13.8,PT,1680362854
438,caucaia,-3.7361,-38.6531,84.15,81,75,16.11,BR,1680362774
439,pascagoula,30.3658,-88.5561,79.52,86,100,5.75,US,1680362858
440,roma,43.2128,-75.4557,65.82,67,0,10.36,US,1680362605
441,liuhe,42.2401,125.7172,52.92,28,5,4.18,CN,1680362860
442,taoudenni,22.6783,-3.9836,97.25,4,0,7.72,ML,1680362860
443,talcahuano,-36.7167,-73.1167,65.88,39,0,8.05,CL,1680362860
444,san quintin,30.4833,-115.95,56.17,77,0,6.44,MX,1680362869
445,agadir,30.4202,-9.5982,81.05,41,3,8.7,MA,1680362871
446,mogok,22.9167,96.5,61.63,73,65,2.91,MM,1680362873
447,ndago,-4.6,34.35,68.32,86,80,2.82,TZ,1680362874
448,qaqortoq,60.7167,-46.0333,25.9,74,92,4.52,GL,1680362874
449,pauini,-7.7136,-66.9764,75.9,95,100,1.74,BR,1680362875
450,uri,34.0833,74.0333,50.49,93,95,3.15,IN,1680362875
451,zaragoza,41.6561,-0.8773,67.44,34,75,16.11,ES,1680362576
452,buchanan,5.8808,-10.0467,85.95,66,56,11.05,LR,1680362876
453,dunedin,-45.8742,170.5036,63.81,52,56,8.12,NZ,1680362876
454,maragogi,-9.0122,-35.2225,83.43,65,42,7.4,BR,1680362876
455,chuzhou,32.3219,118.2978,56.52,81,0,5.48,CN,1680362877
456,shirokiy,49.758,129.523,47.1,37,100,16.69,RU,1680362877
457,egvekinot,66.3167,-179.1667,11.82,91,100,10.89,RU,1680362877
458,barra do garcas,-15.89,-52.2567,91.98,55,40,0.0,BR,1680362878
459,kutum,14.2,24.6667,84.0,10,36,12.06,SD,1680362710
460,road town,18.4167,-64.6167,84.29,51,20,17.27,VG,1680362878
461,catuday,16.2923,119.8062,77.83,79,4,7.58,PH,1680362879
462,yanam,16.7333,82.2167,80.8,78,79,5.53,IN,1680362879
463,riverton,40.5219,-111.9391,46.89,57,0,24.0,US,1680362879
464,atotonilco el grande,20.2833,-98.6667,66.02,54,3,3.65,MX,1680362880
465,andros town,24.7,-77.7667,82.36,70,23,18.05,BS,1680362880
466,itarema,-2.9248,-39.9167,83.79,71,89,7.76,BR,1680362880
467,martapura,-3.4167,114.85,77.09,94,20,3.44,ID,1680362881
468,chiang khong,20.2613,100.4046,79.12,32,60,1.19,TH,1680362881
469,tortosa,40.8125,0.5216,73.24,33,2,17.81,ES,1680362882
470,mae sai,20.4335,99.8762,80.24,27,23,2.26,TH,1680362882
471,coihaique,-45.5752,-72.0662,56.01,62,75,10.36,CL,1680362782
472,atherton,53.5237,-2.4935,51.89,70,100,4.0,GB,1680362677
473,buala,-8.145,159.5921,79.61,78,100,1.16,SB,1680362884
474,mount gambier,-37.8333,140.7667,48.04,84,16,1.95,AU,1680362884
475,candido mendes,-1.4467,-45.7167,72.36,99,100,1.32,BR,1680362885
476,emiliano zapata,18.8333,-99.1833,79.66,43,0,0.0,MX,1680362885
477,sidi ali,36.0998,0.4206,64.54,66,100,5.57,DZ,1680362886
478,uruzgan,32.8333,66.0,59.58,42,31,2.93,AF,1680362886
479,namibe,-15.1961,12.1522,79.43,73,75,10.49,AO,1680362887
480,amalapuram,16.5833,82.0167,80.53,80,76,5.68,IN,1680362887
481,berlevag,70.8578,29.0864,28.35,80,100,31.07,NO,1680362888
482,tomatlan,19.9333,-105.25,78.98,28,100,2.51,MX,1680362888
483,sonoma,38.55,-122.9011,45.75,87,75,0.0,US,1680362792
484,olafsvik,64.8945,-23.7142,39.45,82,95,14.67,IS,1680362889
485,norman wells,65.282,-126.8329,8.64,78,100,2.3,CA,1680362890
486,patiya,22.2931,91.9762,74.21,76,64,4.56,BD,1680362890
487,zeya,53.75,127.2667,36.73,87,100,5.61,RU,1680362891
488,acapulco,16.8634,-99.8901,82.22,54,0,5.75,MX,1680362866
489,teknaf,20.8624,92.3058,77.11,79,9,6.91,BD,1680362892
490,awbari,26.5921,12.7805,82.78,8,0,6.35,LY,1680362892
491,natchez,31.5604,-91.4032,80.04,26,0,8.05,US,1680362893
492,la esperanza,14.8667,-91.5667,64.08,74,0,0.0,GT,1680362893
493,vanavara,60.34,102.2797,-7.29,98,60,1.72,RU,1680362893
494,kalmunai,7.4167,81.8167,81.12,78,0,9.37,LK,1680362894
495,jinchang,38.4953,102.1739,47.66,30,100,17.02,CN,1680362895
496,hay river,60.8156,-115.7999,13.98,79,100,10.36,CA,1680362895
497,severo-kurilsk,50.6789,156.125,31.3,81,7,12.93,RU,1680362896
498,bac lieu,9.285,105.7244,80.65,73,68,12.91,VN,1680362877
499,yambio,4.5721,28.3955,90.27,30,92,0.87,SS,1680362896
500,mlonggo,-6.5333,110.7,75.78,90,100,7.47,ID,1680362897
501,redlands,34.0556,-117.1825,60.57,57,0,0.0,US,1680362898
502,mildura,-34.2,142.15,54.21,49,0,9.69,AU,1680362898
503,florencia,43.7667,11.25,65.7,55,9,7.0,IT,1680362899
504,sharjah,25.3573,55.4033,77.29,69,0,11.5,AE,1680362748
505,gazanjyk,39.2446,55.5154,50.5,71,88,16.4,TM,1680362900
506,bereda,43.2686,-7.5406,55.58,69,76,6.76,ES,1680362900
507,angoche,-16.2325,39.9086,79.14,76,88,12.06,MZ,1680362900
508,hoi an,15.8794,108.335,78.76,92,100,6.62,VN,1680362901
509,misratah,32.3754,15.0925,75.4,39,1,9.71,LY,1680362901
510,te kauwhata,-37.4,175.15,61.14,99,100,0.85,NZ,1680362901
511,panzhihua,26.5851,101.7128,69.04,40,98,5.82,CN,1680362902
512,sohna,28.25,77.0667,66.43,47,13,3.24,IN,1680362903
513,arkadak,51.9326,43.4978,49.15,56,96,9.28,RU,1680362903
514,san cristobal,7.7669,-72.225,66.38,54,100,6.76,VE,1680362903
515,vostok,46.4856,135.8833,27.54,81,5,4.99,RU,1680362904
516,sangamner,19.5667,74.2167,81.32,34,88,14.94,IN,1680362904
517,machiques,10.0644,-72.545,87.67,50,97,9.73,VE,1680362905
518,dubrovka,53.6907,33.5071,48.04,84,78,6.93,RU,1680362906
519,morros,-9.4467,-46.3003,87.19,38,99,3.27,BR,1680362907
520,solnechnyy,50.7214,136.6319,29.37,85,11,4.36,RU,1680362908
521,burgeo,47.6167,-57.6152,34.14,78,92,13.31,CA,1680362908
522,east london,-33.0153,27.9116,72.54,78,75,11.5,ZA,1680362909
523,takoradi,4.8845,-1.7554,85.24,66,24,9.69,GH,1680362910
524,kaeo,-35.1,173.7833,65.32,95,100,4.41,NZ,1680362910
525,mamaku,-38.1,176.0833,61.39,100,100,1.83,NZ,1680362910
526,irbil,36.1926,44.0106,51.62,54,40,3.44,IQ,1680362911
527,nova olinda do norte,-3.8881,-59.0942,75.78,96,100,4.68,BR,1680362911
528,bahia blanca,-38.7196,-62.2724,66.81,39,100,8.99,AR,1680362912
529,dingle,10.9995,122.6711,77.47,82,61,5.88,PH,1680362912
530,wamba,8.9333,8.6,100.94,15,90,5.39,NG,1680362912
531,altay,47.8667,88.1167,19.6,50,97,8.21,CN,1680362913
532,matagami,49.7502,-77.6328,19.51,68,0,18.41,CA,1680362913
533,hailey,43.5196,-114.3153,33.8,86,100,13.0,US,1680362914
534,rovenki,48.0833,39.3776,43.12,72,65,5.91,UA,1680362914
535,kenai,60.5544,-151.2583,30.29,56,0,10.36,US,1680362914
536,biak,-0.9131,122.8766,75.9,78,99,3.6,ID,1680362915
537,antu,26.05,81.9167,72.1,63,39,6.29,IN,1680362915
538,chitral,35.8462,71.7858,50.94,89,98,1.7,PK,1680362916
539,srikakulam,18.3,83.9,80.94,79,48,9.64,IN,1680362916
540,cabedelo,-6.9811,-34.8339,88.47,52,98,10.0,BR,1680362727
541,saquena,-4.6667,-73.5167,77.25,82,100,1.05,PE,1680362917
542,grand baie,-20.0182,57.5802,81.07,70,8,3.0,MU,1680362918
543,ludvika,60.1496,15.1878,41.34,82,98,6.35,SE,1680362919
544,bogo,11.0517,124.0055,79.39,84,61,5.35,PH,1680362920
545,grants pass,42.439,-123.3284,44.17,91,100,4.61,US,1680362398
546,waterloo,43.4668,-80.5164,54.64,65,0,19.57,CA,1680362879
547,ayan,56.45,138.1667,25.83,95,97,2.39,RU,1680362924
548,santiago de cao,-7.9589,-79.2392,82.53,69,40,11.5,PE,1680362925
549,sindor,62.8629,51.8905,33.85,99,100,8.9,RU,1680362927
550,dorobantu,44.2167,26.95,60.04,66,98,5.21,RO,1680362927
551,nago,26.5881,127.9761,70.23,83,100,15.99,JP,1680362927
552,guerrero negro,27.9769,-114.0611,58.28,74,2,9.15,MX,1680362928
553,umm kaddadah,13.6017,26.6876,87.13,7,83,16.37,SD,1680362929
554,varzob,38.7737,68.8178,55.13,65,12,5.28,TJ,1680362929
555,kamenka,51.3223,42.7678,48.36,54,57,10.4,RU,1680362930
556,mersing,2.4312,103.8405,76.91,94,20,4.61,MY,1680362930
557,verkhnyaya inta,65.9811,60.3094,35.15,95,100,16.78,RU,1680362931
558,motril,36.7507,-3.5179,81.03,32,80,8.21,ES,1680362931
559,sao miguel do araguaia,-13.275,-50.1628,87.17,60,4,3.27,BR,1680362933
560,carlyle,38.6103,-89.3726,43.56,61,21,17.0,US,1680362933
561,maraa,-1.8333,-65.3667,78.24,92,99,2.59,BR,1680362934
562,sangar,63.9242,127.4739,-5.26,87,95,13.33,RU,1680362934
563,khao wong,16.7001,104.0902,84.04,49,13,2.19,TH,1680362934
564,tran,42.8353,22.6517,51.69,73,56,12.33,BG,1680362935
565,bam,29.106,58.357,77.38,19,2,23.44,IR,1680362935
566,mahibadhoo,3.7833,72.9667,83.26,72,22,6.22,MV,1680362935
567,coffs harbour,-30.3,153.1333,66.16,77,100,10.36,AU,1680362936
